iter	Logloss
124	0.4941036082
125	0.4931189739
126	0.4921051319
127	0.4912205081
128	0.490028076
129	0.4895613368
130	0.488264873
131	0.4879615421
132	0.4871499062
133	0.4866740035
134	0.4862036247
135	0.4854553784
136	0.4846644914
137	0.4838040806
138	0.4829164307
139	0.4816015327
140	0.4806725482
141	0.4799676176
142	0.4788977826
143	0.4779750834
144	0.4772320935
145	0.4764077285
146	0.4755932289
147	0.4751210776
148	0.4737137808
149	0.4734927051
150	0.4721809701
151	0.4713530506
152	0.4703771733
153	0.4702164938
154	0.4695016857
155	0.4686923631
156	0.4679240905
157	0.4667449748
158	0.4664175843
159	0.4657026979
160	0.4649736496
161	0.4645681669
162	0.463842822
163	0.4636169411
164	0.4631281162
165	0.4624558079
166	0.4616874022
167	0.4610062331
168	0.4599973846
169	0.4590812062
170	0.4583475712
171	0.4574755089
172	0.4567815677
173	0.4558930801
174	0.4554469109
175	0.45485984
176	0.4547418713
177	0.4539389278
178	0.4537684257
179	0.4530855395
180	0.4524349768
181	0.4517331812
182	0.4512755683
183	0.450951132
184	0.4506840891
185	0.4505419031
186	0.4502308248
187	0.4495475996
188	0.4490631421
189	0.4483551676
190	0.4479950591
191	0.4472075736
192	0.4464792792
193	0.4462201224
194	0.445832422
195	0.4451508802
196	0.4444317623
197	0.4436945655
198	0.4431173515
199	0.44292038
200	0.4422642922
201	0.441744855
202	0.4408909355
203	0.4403247726
204	0.4400881836
205	0.4392021181
206	0.4388001452
207	0.4380839799
208	0.4376950808
209	0.4368689754
210	0.436461686
211	0.4360860716
212	0.4359871448
213	0.4353110012
214	0.4346012749
215	0.4338557132
216	0.4335948021
217	0.4330423871
218	0.4326403561
219	0.4319946952
220	0.4314671911
221	0.4308490303
222	0.430642391
223	0.4303312107
224	0.4297829595
225	0.4295877758
226	0.4288302721
227	0.4284177047
228	0.4278323051
229	0.4276892118
230	0.4273095483
231	0.4271169503
232	0.4269330193
233	0.4265460416
234	0.4261201571
235	0.4254771581
236	0.4251816113
237	0.4246453766
238	0.4240080086
239	0.4238976483
240	0.4237016368
241	0.4235270697
242	0.4234366084
243	0.4228966285
244	0.4224889054
245	0.4222204878
246	0.4219135804
247	0.4216328209
248	0.4215315035
249	0.421293621
250	0.4208517629
251	0.4205020776
252	0.4204043322
253	0.4195707029
254	0.4194562974
255	0.4188061491
256	0.4186138277
257	0.4180048224
258	0.4175111402
259	0.4170796221
260	0.4164436321
261	0.4162881631
262	0.4160124151
263	0.4158245304
264	0.415284951
265	0.4152116989
266	0.4151439316
267	0.4148452215
268	0.4143577049
269	0.4140258315
270	0.4139618954
271	0.4134541932
272	0.4126083619
273	0.4120544317
274	0.4118381195
275	0.4116927257
276	0.4115620848
277	0.410980248
278	0.410631193
279	0.4104750739
280	0.4101008469
281	0.4100375771
282	0.4099036077
283	0.4096263627
284	0.4091757554
285	0.4086024809
286	0.4080914944
287	0.4076635225
288	0.4075190178
289	0.4069695545
290	0.4068228989
291	0.4063351332
292	0.4060453002
293	0.405773853
294	0.405736898
295	0.4055115375
296	0.4053395681
297	0.4052586346
298	0.4047937158
299	0.4044197096
300	0.4041949222
301	0.4041302218
302	0.4038189877
303	0.403765133
304	0.4034911915
305	0.4030246086
306	0.4024874192
307	0.401987517
308	0.4014636432
309	0.4013223736
310	0.4008062924
311	0.4006509237
312	0.4001275075
313	0.3999857762
314	0.3997658774
315	0.3994908689
316	0.3992737378
317	0.3990243466
318	0.3989434019
319	0.3983336829
320	0.3978931877
321	0.3977463252
322	0.3976284528
323	0.3973761243
324	0.3970165018
325	0.3967644193
326	0.3966425064
327	0.3965019732
328	0.3960689152
329	0.395708924
330	0.3955996147
331	0.3953044652
332	0.3952801618
333	0.3950585291
334	0.3946605208
335	0.3943814457
336	0.3940472798
337	0.3936599591
338	0.3936344957
339	0.3936104759
340	0.3933985887
341	0.3930375319
342	0.3925981704
343	0.3919484187
344	0.3916241418
345	0.3912646833
346	0.3911679796
347	0.3908526241
348	0.3906792537
349	0.3902798093
350	0.3900572724
351	0.3899226234
352	0.3897987939
353	0.3897673542
354	0.3896764845
355	0.3893566948
356	0.3889945294
357	0.3888281871
358	0.3886274095
359	0.3882401242
360	0.3880676074
361	0.3880019117
362	0.3878953892
363	0.3875920326
364	0.3874300921
365	0.3871014637
366	0.3866418601
367	0.3864889788
368	0.3862133236
369	0.3862055115
370	0.3858266572
371	0.3857038446
372	0.3853454345
373	0.3851892384
374	0.3851609263
375	0.3848893074
376	0.3846980252
377	0.3846811722
378	0.3843663436
379	0.3842533716
380	0.3841183172
381	0.3840490396
382	0.3838636309
383	0.3833092982
384	0.3829865654
385	0.3827789526
386	0.3825854226
387	0.3822474904
388	0.3816841316
389	0.3815402446
390	0.3814234849
391	0.3813081301
392	0.3811314437
393	0.3810782154
394	0.3805075169
395	0.3802875022
396	0.380251166
397	0.3798969284
398	0.3795279281
399	0.3794109421
400	0.379147052
401	0.3789449898
402	0.3788695082
403	0.3786245296
404	0.3785280422
405	0.3784675016
406	0.3784338924
407	0.3783236033
408	0.3780600895
409	0.3780118012
410	0.3778159778
411	0.3777834449
412	0.3775366048
413	0.3772727837
414	0.3769195987
415	0.3768142032
416	0.3766947139
417	0.3766003147
418	0.3765287686
419	0.376218216
420	0.3761625594
421	0.375987221
422	0.3758877102
423	0.3755629901
424	0.3755598973
425	0.3754455191
426	0.3752749104
427	0.3752222909
428	0.3751740643
429	0.3751442152
430	0.3749014247
431	0.3746679855
432	0.3746676399
433	0.3744603281
434	0.3744004105
435	0.3742248803
436	0.3740134155
437	0.3736310763
438	0.3733335243
439	0.3730049052
440	0.3729176687
441	0.372680294
442	0.3725287585
443	0.3724142318
444	0.3723877279
445	0.3722509289
446	0.3722088024
447	0.3718832425
448	0.3717542942
449	0.3716001522
450	0.3714464407
451	0.3711493507
452	0.3707977148
453	0.3707039105
454	0.3706778161
455	0.3704379163
456	0.370332176
457	0.3701163425
458	0.3699064814
459	0.3698746938
460	0.3697977071
461	0.3694593336
462	0.3693387366
463	0.3691927726
464	0.3689842278
465	0.368876584
466	0.3686768625
467	0.36839392
468	0.3682851438
469	0.3681192412
470	0.3680959393
471	0.3680936705
472	0.3678617733
473	0.3678157215
474	0.3677618669
475	0.3676231487
476	0.367607393
477	0.3675109237
478	0.3672663898
479	0.3670235208
480	0.3667877931
481	0.366507644
482	0.3662973887
483	0.3661972547
484	0.3660732134
485	0.3660308379
486	0.3658634143
487	0.3658217298
488	0.3657163492
489	0.3656755543
490	0.3655987509
491	0.3655066767
492	0.3652609413
493	0.3652599314
494	0.3649089815
495	0.3647264947
496	0.3646670864
497	0.364463771
498	0.3644619456
499	0.3644302274
500	0.3642126434
501	0.3639747218
502	0.3639225674
503	0.3637231311
504	0.3635205943
505	0.3632431705
506	0.3631941215
507	0.3631892973
508	0.3631884076
509	0.3631382809
510	0.3630571384
511	0.3629047882
512	0.362856347
513	0.3626992542
514	0.3626363817
515	0.3622129652
516	0.3621072154
517	0.3620787912
518	0.3619251107
519	0.3617499083
520	0.3617280624
521	0.3614383351
522	0.3611482175
523	0.3609006428
524	0.3608001652
525	0.3606549184
526	0.3606258105
527	0.3605334859
528	0.3603164162
529	0.3602351043
530	0.3600385396
531	0.3600370449
532	0.3599907826
533	0.3597897224
534	0.3596049417
535	0.3594379902
536	0.3592377509
537	0.3590107839
538	0.3589934919
539	0.3588906601
540	0.3586519761
541	0.3585873585
542	0.3585228649
543	0.3584842715
544	0.3583329677
545	0.3582008856
546	0.3579087199
547	0.357886832
548	0.3578262828
549	0.3576357316
550	0.3574302509
551	0.3572478254
552	0.3572099936
553	0.3571868785
554	0.3569762266
555	0.3567813223
556	0.3565810207
557	0.356523431
558	0.356323446
559	0.3562346448
560	0.3560512851
561	0.3560289645
562	0.3559298561
563	0.3558817489
564	0.3558417764
565	0.3557721165
566	0.3557057343
567	0.3556708416
568	0.3555776071
569	0.3555470384
570	0.3553734952
571	0.3551784288
572	0.3550950547
573	0.3550201156
574	0.3549415914
575	0.3547908784
576	0.3547912993
577	0.354618504
578	0.3543784827
579	0.3543464188
580	0.3542966138
581	0.3542640486
582	0.3541776793
583	0.3539798713
584	0.3538411725
585	0.3538335209
586	0.3538207452
587	0.3537047859
588	0.3536365806
589	0.3533850051
590	0.3531850126
591	0.353086933
592	0.3530810009
593	0.3530557167
594	0.3530183521
595	0.3529176254
596	0.3528285459
597	0.3528087282
598	0.3527611191
599	0.3526093621
600	0.352591626
601	0.3525756139
602	0.3524998573
603	0.3524248672
604	0.3524016182
605	0.3523728775
606	0.3521503034
607	0.3521291502
608	0.3518806639
609	0.3517120468
610	0.3516897212
611	0.3516158036
612	0.351612955
613	0.3515815801
614	0.351567727
615	0.3514782804
616	0.3514616784
617	0.3512529539
618	0.3512201817
619	0.3510072885
620	0.3509903706
621	0.3507947296
622	0.3506639903
623	0.3506437132
624	0.3505952358
625	0.3505678474
626	0.3504734511
627	0.3504411895
628	0.3502149265
629	0.3500907785
630	0.3499809727
631	0.3499800883
632	0.3499162983
633	0.3498862171
634	0.3496537346
635	0.3493265089
636	0.3492795421
637	0.3491056365
638	0.348995815
639	0.3489652057
640	0.3489253996
641	0.3487700096
642	0.3487677716
643	0.3486224653
644	0.3485901479
645	0.3484458049
646	0.3484100211
647	0.3483518563
648	0.3482785442
649	0.3479728582
650	0.3477969466
651	0.347768328
652	0.34767287
653	0.3476452265
654	0.3476397055
655	0.3474458035
656	0.3473507196
657	0.3472203339
658	0.3469136676
659	0.3468835804
660	0.3468464502
661	0.3467810983
662	0.3467157951
663	0.3466554154
664	0.3466278882
665	0.3465652949
666	0.3464520039
667	0.3464246922
668	0.3464229077
669	0.3462862075
670	0.3461666372
671	0.3461118172
672	0.3460778455
673	0.3460346162
674	0.3458423787
675	0.3458088532
676	0.3457039037
677	0.345671036
678	0.3456580674
679	0.345639851
680	0.3456012761
681	0.3455825623
682	0.3453729574
683	0.3453727919
684	0.3453410946
685	0.345181308
686	0.3451583845
687	0.3451223675
688	0.3450409234
689	0.3449991601
690	0.3449730983
691	0.3448961473
692	0.3448495192
693	0.3448059834
694	0.3447803573
695	0.3447358506
696	0.3445737227
697	0.3445173659
698	0.3444806199
699	0.344424512
700	0.3443967732
701	0.3442057332
702	0.3441798853
703	0.3440130357
704	0.3439532923
705	0.3438840416
706	0.3437300364
707	0.343566408
708	0.3435666378
709	0.3434766309
710	0.3434392785
711	0.3432887102
712	0.3432511722
713	0.3432072603
714	0.343077079
715	0.3430561312
716	0.3430417557
717	0.3429929898
718	0.3429537025
719	0.3428325756
720	0.3426978564
721	0.3425681345
722	0.3424753605
723	0.3423920486
724	0.3423580071
725	0.3423440142
726	0.3423429971
727	0.3423214493
728	0.3422996223
729	0.3421092677
730	0.34198428
731	0.3419557365
732	0.3419493035
733	0.3418126401
734	0.3417910529
735	0.3417423331
736	0.3417306479
737	0.3416696273
738	0.3416062144
739	0.3415606857
740	0.3415599756
741	0.3415434455
742	0.3414444688
743	0.3413621755
744	0.3412212629
745	0.3410329709
746	0.3409288842
747	0.3408706331
748	0.340851117
749	0.3408322926
750	0.3407144552
751	0.3405550096
752	0.3405373044
753	0.3405016138
754	0.3404459953
755	0.3403369885
756	0.3403211995
757	0.3403055489
758	0.3402616506
759	0.3401052155
760	0.3400469577
761	0.3400241132
762	0.3400238912
763	0.3399969554
764	0.339949127
765	0.3399050243
766	0.3398809602
767	0.3398604158
768	0.3397734828
769	0.3397006415
770	0.3396591059
771	0.3394707901
772	0.3394647561
773	0.3394456818
774	0.3394234494
775	0.3394093263
776	0.3393900739
777	0.3392221144
778	0.3390595556
779	0.3388743061
780	0.3387600278
781	0.3387341211
782	0.3387201108
783	0.338592678
784	0.3385911468
785	0.3384550691
786	0.3382185013
787	0.3381923112
788	0.3381474421
789	0.3381011099
790	0.3380275724
791	0.3380071571
792	0.3378902376
793	0.3378839927
794	0.337809291
795	0.337699974
796	0.3375416106
797	0.33750502
798	0.3374858551
799	0.3374540113
800	0.3373654747
801	0.3372454189
802	0.3372448315
803	0.3372425478
804	0.337222745
805	0.3372050654
806	0.3372045301
807	0.3371644146
808	0.3370619885
809	0.3369760077
810	0.3369117888
811	0.3368826795
812	0.3368454369
813	0.3368102222
814	0.3367888904
815	0.336692853
816	0.3366925075
817	0.3366723383
818	0.3366529506
819	0.3365644552
820	0.3364922832
821	0.3363149871
822	0.3362773697
823	0.3362044072
824	0.3360241353
825	0.3358683046
826	0.3357495616
827	0.3357405977
828	0.3357341032
829	0.3356167592
830	0.3355157866
831	0.3355016596
832	0.3354761278
833	0.335442614
834	0.3353810663
835	0.3353590522
836	0.3351829653
837	0.3351281122
838	0.3351219541
839	0.3350729578
840	0.335035161
841	0.3350339673
842	0.3350180512
843	0.3349264711
844	0.3348764319
845	0.3346571758
846	0.3346440089
847	0.3346121425
848	0.3343946093
849	0.3342669877
850	0.3342001092
851	0.334109344
852	0.3340683879
853	0.3340492569
854	0.333944751
855	0.3339031486
856	0.333871122
857	0.3337838671
858	0.3337396975
859	0.333644598
860	0.3336316147
861	0.3335946485
862	0.3335081257
863	0.3334910731
864	0.3332843851
865	0.333164761
866	0.3331642879
867	0.3331482865
868	0.3330359096
869	0.3330021786
870	0.3329140326
871	0.3328234076
872	0.3327862409
873	0.332759791
874	0.3327301552
875	0.3325948808
876	0.3325746499
877	0.3324827833
878	0.3324558492
879	0.3324514094
880	0.3324487022
881	0.3323923313
882	0.3321898686
883	0.3321905076
884	0.3320430151
885	0.3319821084
886	0.3319475475
887	0.3319147731
888	0.3317744231
889	0.3317675714
890	0.3316721707
891	0.3316651629
892	0.3316287791
893	0.3315336034
894	0.3315132339
895	0.3314786082
896	0.3312764918
897	0.3312699661
898	0.3312495975
899	0.3312423766
900	0.3312261696
901	0.331211483
902	0.3311955364
903	0.3311871006
904	0.3311795669
905	0.3311789045
906	0.3311132622
907	0.3310353921
908	0.3309915183
909	0.3308763212
910	0.3308618642
911	0.3308361864
912	0.3308043877
913	0.3307051996
914	0.3306367677
915	0.33060806
916	0.3305285411
917	0.3304938847
918	0.3304246895
919	0.3303936591
920	0.330319347
921	0.3302882041
922	0.3302209496
923	0.3302060716
924	0.3300145246
925	0.3299458354
926	0.3298535709
927	0.3297093942
928	0.3297088633
929	0.3296180613
930	0.3294957122
931	0.3293640662
932	0.3292508386
933	0.329073616
934	0.329006349
935	0.3288847091
936	0.3288349147
937	0.3287783172
938	0.3287673355
939	0.3287603623
940	0.3286228454
941	0.3286102852
942	0.3286109467
943	0.3285886956
944	0.328509904
945	0.3284427053
946	0.3283633555
947	0.3282909943
948	0.3282168053
949	0.3282057927
950	0.3281289343
951	0.328116309
952	0.3281101986
953	0.3280544155
954	0.3280455079
955	0.32793337
956	0.3278816991
957	0.3277508246
958	0.3277383047
959	0.327713687
960	0.3277124993
961	0.3276760186
962	0.3275808625
963	0.3274119352
964	0.3274028833
965	0.3273553561
966	0.3272925336
967	0.3272041862
968	0.3271796673
969	0.3271544538
970	0.327147615
971	0.3271468045
972	0.3270382566
973	0.3270182278
974	0.3269691317
975	0.3269011182
976	0.3268582188
977	0.3268418201
978	0.3268420743
979	0.326789246
980	0.3267601018
981	0.3267596786
982	0.3267287438
983	0.3266752802
984	0.3265558342
985	0.3264461454
986	0.3262813693
987	0.326252225
988	0.326217721
989	0.3262098334
990	0.326190613
991	0.3261378231
992	0.32611825
993	0.3261044508
994	0.3260820109
995	0.3260588721
996	0.3260477233
997	0.3260279979
998	0.3259178442
999	0.3259177619
