iter	Logloss
235	0.4216568894
236	0.4210186024
237	0.4204678973
238	0.4199172462
239	0.4196831781
240	0.4194535549
241	0.4190182537
242	0.4188363932
243	0.4186649824
244	0.4182680788
245	0.417839605
246	0.4176183206
247	0.4172532008
248	0.4168411538
249	0.4166777582
250	0.416159947
251	0.4157641576
252	0.4149619189
253	0.414196782
254	0.4139537066
255	0.4137816407
256	0.4135595525
257	0.4131731066
258	0.4128874379
259	0.4127963857
260	0.4127350903
261	0.4124136828
262	0.412182762
263	0.4120020551
264	0.4117886996
265	0.4111867512
266	0.4111095805
267	0.4110147576
268	0.4107827142
269	0.410710935
270	0.410386014
271	0.4099443841
272	0.409633222
273	0.4093661563
274	0.4088196268
275	0.4082666447
276	0.4080238049
277	0.4079398208
278	0.4076449304
279	0.4074040926
280	0.4069575958
281	0.4065785898
282	0.4065097951
283	0.4061783139
284	0.4058638314
285	0.4057983253
286	0.4055445159
287	0.405297782
288	0.4052181522
289	0.4051747019
290	0.4048213468
291	0.404510487
292	0.4044775357
293	0.4043092557
294	0.4038683745
295	0.4035512432
296	0.4032805704
297	0.4032388841
298	0.403006555
299	0.4027166092
300	0.4025722588
301	0.4022318678
302	0.4019939889
303	0.4019570146
304	0.4016256316
305	0.4013746501
306	0.401043038
307	0.4009072005
308	0.4002360735
309	0.4000437686
310	0.399936562
311	0.3993735896
312	0.3991633134
313	0.3991093793
314	0.3989229348
315	0.3987846265
316	0.3986743799
317	0.398255451
318	0.397927521
319	0.397684954
320	0.3973544038
321	0.397337166
322	0.396634647
323	0.3964528786
324	0.3961976775
325	0.3961227474
326	0.395995944
327	0.3957063944
328	0.3952991252
329	0.3950888128
330	0.3949314437
331	0.394447061
332	0.3941084005
333	0.3935058461
334	0.3932195982
335	0.3927641299
336	0.3926686942
337	0.3925531253
338	0.3923507865
339	0.3919355965
340	0.3918517312
341	0.3915685667
342	0.3914947403
343	0.3913754092
344	0.3910600795
345	0.3909706564
346	0.3907808712
347	0.3901302693
348	0.3900457914
349	0.3896825474
350	0.3896591285
351	0.3895740106
352	0.3893097512
353	0.3891375949
354	0.3889256528
355	0.388751886
356	0.3886304446
357	0.3881497771
358	0.3881161859
359	0.3876343383
360	0.387549671
361	0.3874760157
362	0.38739313
363	0.3872112097
364	0.3868844505
365	0.3866345228
366	0.3860794367
367	0.3858492151
368	0.385769792
369	0.3853834218
370	0.3851887359
371	0.3848609799
372	0.3848448975
373	0.3847078352
374	0.3842947149
375	0.3841558898
376	0.3841131415
377	0.3840360242
378	0.3839145132
379	0.3837605287
380	0.3836168618
381	0.38343878
382	0.3832038667
383	0.3828410638
384	0.3826294906
385	0.3823954089
386	0.3817745028
387	0.3815115474
388	0.3812178566
389	0.3811880948
390	0.3809121331
391	0.3804472155
392	0.3801457276
393	0.380052856
394	0.3799126064
395	0.3797877795
396	0.3796251139
397	0.3795688074
398	0.3789725175
399	0.3787865013
400	0.3787075106
401	0.3785553111
402	0.378206353
403	0.3780583007
404	0.3778299716
405	0.377555898
406	0.3772441388
407	0.3771189571
408	0.3769237846
409	0.376814631
410	0.3766161938
411	0.3763693954
412	0.376295923
413	0.3761164394
414	0.3760727052
415	0.3758653759
416	0.3756153471
417	0.3752596974
418	0.3750150097
419	0.3748856401
420	0.3747589828
421	0.3747017706
422	0.3745149467
423	0.3741567893
424	0.3741476312
425	0.3739783546
426	0.3737286778
427	0.3735636689
428	0.3734564113
429	0.3732756735
430	0.3729861363
431	0.3729304358
432	0.3728718919
433	0.3725849201
434	0.3722986972
435	0.3721901702
436	0.3721160714
437	0.3718484339
438	0.3717756859
439	0.3716952977
440	0.3711587359
441	0.3707784752
442	0.3706932992
443	0.3705037779
444	0.3704066543
445	0.37034694
446	0.370199403
447	0.3700855855
448	0.3699639117
449	0.3697335031
450	0.369595022
451	0.3695252221
452	0.3692439663
453	0.369183186
454	0.3690306874
455	0.3689736872
456	0.3688838615
457	0.3687546334
458	0.3682584268
459	0.3682221251
460	0.3680943603
461	0.3679780282
462	0.367928646
463	0.3677494268
464	0.3675901755
465	0.3672592321
466	0.3670279176
467	0.3669481817
468	0.3668957682
469	0.3668460245
470	0.3666910782
471	0.3666425881
472	0.3665590674
473	0.3662062737
474	0.3660376201
475	0.3659843918
476	0.365809827
477	0.3657930309
478	0.3657505501
479	0.3653819574
480	0.3652363126
481	0.3648224255
482	0.3645759378
483	0.3643847602
484	0.3643329737
485	0.3642157015
486	0.3640371297
487	0.3639623967
488	0.3639107523
489	0.3636351665
490	0.3634657074
491	0.3632542576
492	0.3631789715
493	0.3629220502
494	0.3629213987
495	0.3628907621
496	0.362414077
497	0.3622225579
498	0.3619733964
499	0.3618881067
500	0.361754936
501	0.3614323303
502	0.3613260997
503	0.361289904
504	0.3611736833
505	0.3611099682
506	0.3609810287
507	0.3609006266
508	0.3606558285
509	0.3604107272
510	0.3601995798
511	0.3600664144
512	0.3599717922
513	0.3598967701
514	0.3598116375
515	0.359770968
516	0.3597230427
517	0.3596137407
518	0.3595436866
519	0.3595091933
520	0.3593818388
521	0.359287543
522	0.3591547708
523	0.359049861
524	0.3588095996
525	0.3587658798
526	0.3587360547
527	0.3583263669
528	0.3582170923
529	0.3581787727
530	0.3580316561
531	0.3579740612
532	0.3578358675
533	0.3576684116
534	0.3576398625
535	0.3573707057
536	0.3571095745
537	0.3570283778
538	0.3570011845
539	0.35673674
540	0.3566944248
541	0.356456966
542	0.3564259033
543	0.3563625385
544	0.3563183105
545	0.3561643378
546	0.3560650145
547	0.3559255046
548	0.3557037477
549	0.3556397953
550	0.3555676089
551	0.3555654396
552	0.3554504949
553	0.3553727946
554	0.3551414625
555	0.354871662
556	0.3548495188
557	0.3548157011
558	0.3545617649
559	0.354562444
560	0.3544694881
561	0.3542284966
562	0.354011086
563	0.3539364566
564	0.3537798444
565	0.3535716737
566	0.3535262224
567	0.3534652496
568	0.3533939742
569	0.3531361911
570	0.3530908302
571	0.3529376271
572	0.3529061032
573	0.3527313069
574	0.3526413653
575	0.3525596989
576	0.3525290846
577	0.3523894511
578	0.3523768954
579	0.3522976871
580	0.3522147965
581	0.3521528662
582	0.3519450192
583	0.3518858046
584	0.3517936939
585	0.3517055438
586	0.3516120801
587	0.351581248
588	0.35153396
589	0.3514146859
590	0.3513825367
591	0.3513816135
592	0.3513619022
593	0.351315016
594	0.3511317554
595	0.3510415621
596	0.3508592151
597	0.3507538452
598	0.3506955831
599	0.3506281997
600	0.3506279114
601	0.3504283327
602	0.350375733
603	0.3501063561
604	0.3500226755
605	0.3498998471
606	0.3496632805
607	0.3496371963
608	0.349494623
609	0.3494160919
610	0.3491915615
611	0.3491271061
612	0.3490570786
613	0.3489952506
614	0.3488320196
615	0.3486306503
616	0.3485857393
617	0.3483742034
618	0.3482888952
619	0.3482516371
620	0.3481019136
621	0.3480284469
622	0.3478755933
623	0.3478494892
624	0.3477917356
625	0.3477905598
626	0.3477749504
627	0.3475456168
628	0.3474968951
629	0.3473639572
630	0.3469925587
631	0.3469610536
632	0.346923289
633	0.3467635282
634	0.3467429862
635	0.3465095297
636	0.3464183935
637	0.34634553
638	0.3462803525
639	0.3462289457
640	0.3462239877
641	0.3461732322
642	0.346142074
643	0.346070867
644	0.3460421781
645	0.3459294359
646	0.3458672251
647	0.3458274007
648	0.3457213883
649	0.3455616576
650	0.3455012905
651	0.3453566439
652	0.3451225499
653	0.3449536791
654	0.3448552138
655	0.3447528524
656	0.344632035
657	0.3444479615
658	0.3443940396
659	0.344353158
660	0.3441671641
661	0.3440202183
662	0.3438320284
663	0.3438039062
664	0.343780901
665	0.3435149411
666	0.3432914167
667	0.3432617331
668	0.3430522115
669	0.3428715276
670	0.342552011
671	0.3424589902
672	0.3424508354
673	0.3422732928
674	0.3422245662
675	0.342129252
676	0.3420597228
677	0.3420116751
678	0.3419859131
679	0.3418349725
680	0.3418139533
681	0.3417632437
682	0.3417548189
683	0.3414526239
684	0.3414176462
685	0.3413329156
686	0.3413071277
687	0.3412840342
688	0.3412711697
689	0.3412611771
690	0.341148478
691	0.3411006441
692	0.3408804323
693	0.3407943079
694	0.3407654687
695	0.3407490146
696	0.3407213372
697	0.3406909604
698	0.3405055183
699	0.3404486258
700	0.3403297653
701	0.34032842
702	0.3402931645
703	0.3401236353
704	0.3400280427
705	0.3399638111
706	0.3398854828
707	0.3396834422
708	0.3396457185
709	0.3396204027
710	0.3395663807
711	0.3395236787
712	0.3394536049
713	0.3394274103
714	0.3393696514
715	0.3391948443
716	0.3390521867
717	0.3390106688
718	0.3389927418
719	0.3389833303
720	0.3389625644
721	0.3389059983
722	0.3387905694
723	0.3386811869
724	0.3386353612
725	0.3385126121
726	0.3384606796
727	0.3384574473
728	0.3384284487
729	0.3383883532
730	0.3381862172
731	0.3381496851
732	0.3381149748
733	0.3381146437
734	0.3378802946
735	0.3376727862
736	0.3376344274
737	0.3375548236
738	0.3375541239
739	0.3373739322
740	0.3373472641
741	0.3373427832
742	0.3372755926
743	0.3371255768
744	0.3371041245
745	0.3370263477
746	0.3369813378
747	0.336912884
748	0.3369111624
749	0.3369001223
750	0.336846476
751	0.3367863954
752	0.3367323729
753	0.3367159571
754	0.3366951619
755	0.3366733254
756	0.3365985049
757	0.3365005802
758	0.3364508299
759	0.3364139932
760	0.336260127
761	0.3362603432
762	0.3361829828
763	0.3361498916
764	0.3360503256
765	0.3359745092
766	0.3358242415
767	0.335804392
768	0.3357823406
769	0.3357605878
770	0.3357440577
771	0.3357257905
772	0.3356401937
773	0.3354732917
774	0.3353032959
775	0.3352814784
776	0.3352398105
777	0.3352231575
778	0.3351896762
779	0.3350091093
780	0.3349773615
781	0.334783244
782	0.3347615243
783	0.3344861396
784	0.33446532
785	0.33432706
786	0.3340552674
787	0.3339922999
788	0.3339109942
789	0.3337890945
790	0.3337163515
791	0.333649719
792	0.3336333374
793	0.3336047958
794	0.333555117
795	0.3334765176
796	0.3334393803
797	0.3334394859
798	0.3333547564
799	0.3333534173
800	0.3333318873
801	0.3332990217
802	0.3331406777
803	0.3330957817
804	0.3330313555
805	0.3330282421
806	0.3329777359
807	0.3328253957
808	0.3327568499
809	0.332730386
810	0.3327294385
811	0.3326383552
812	0.3326320103
813	0.3324684245
814	0.33244917
815	0.3324288531
816	0.3324054141
817	0.3323641318
818	0.3322875753
819	0.3322644993
820	0.3322303904
821	0.3321641117
822	0.3321421969
823	0.3320195399
824	0.3320011995
825	0.331927445
826	0.3318636683
827	0.3316994246
828	0.3316483604
829	0.331541588
830	0.3315187872
831	0.3315129466
832	0.3314984071
833	0.3314796631
834	0.3313155515
835	0.3312862952
836	0.3311959631
837	0.3311468007
838	0.3311261116
839	0.3310614332
840	0.3309240548
841	0.3309068364
842	0.3308981432
843	0.3308268751
844	0.330800253
845	0.3307631021
846	0.3307618384
847	0.3306311409
848	0.3304893466
849	0.3304529869
850	0.3304372069
851	0.3304007441
852	0.330367471
853	0.3303519767
854	0.330337958
855	0.3303254638
856	0.3303100632
857	0.3302935885
858	0.330252254
859	0.3302430284
860	0.330222417
861	0.3299799996
862	0.3297751312
863	0.329774878
864	0.3297575111
865	0.3296654796
866	0.3295927324
867	0.3295768271
868	0.3295191585
869	0.3294946137
870	0.3293378985
871	0.3292852726
872	0.3291544777
873	0.3291208083
874	0.3291208255
875	0.3290522271
876	0.3290378916
877	0.3290040814
878	0.3289966133
879	0.3289951425
880	0.3289787134
881	0.3289787407
882	0.3289653691
883	0.3289060782
884	0.328874295
885	0.3288680018
886	0.3288046872
887	0.3287786046
888	0.3286976974
889	0.3285442621
890	0.3284043485
891	0.3283433458
892	0.3282909468
893	0.3281825388
894	0.3281662337
895	0.3281655294
896	0.3281255184
897	0.3280547748
898	0.3279891012
899	0.3279713656
900	0.3278953092
901	0.3278830631
902	0.3278661831
903	0.3277124012
904	0.3276812958
905	0.3276738043
906	0.3276063487
907	0.3275693656
908	0.3275227237
909	0.3274804695
910	0.327428851
911	0.3273346938
912	0.3272549332
913	0.3272295968
914	0.3271556413
915	0.3270104226
916	0.3269784422
917	0.326957031
918	0.3268063571
919	0.3267499203
920	0.3267264723
921	0.3267016371
922	0.3266680536
923	0.3265951876
924	0.3265399142
925	0.3264822762
926	0.3262486727
927	0.3261235604
928	0.3259692044
929	0.325882031
930	0.3258414213
931	0.3256856199
932	0.3256160536
933	0.3255646852
934	0.325551185
935	0.3254457357
936	0.3253928428
937	0.3253423298
938	0.3252383765
939	0.3252145195
940	0.3252061949
941	0.3251798098
942	0.3251463536
943	0.3251135595
944	0.3250361117
945	0.324899874
946	0.3248664601
947	0.3248545665
948	0.3248249279
949	0.3247971197
950	0.3247163663
951	0.3246490273
952	0.3246153168
953	0.3245465124
954	0.324518615
955	0.3244746024
956	0.3244483874
957	0.3243972798
958	0.3242067561
959	0.3241846881
960	0.324179758
961	0.3241694172
962	0.3240510375
963	0.3239996133
964	0.323946125
965	0.3237648398
966	0.3237495595
967	0.3237314393
968	0.3237302914
969	0.3237119822
970	0.3237036905
971	0.3236647129
972	0.3236650956
973	0.3236266697
974	0.3235041436
975	0.3234920026
976	0.3234840294
977	0.3234278446
978	0.3232988758
979	0.3232633086
980	0.3230544243
981	0.3229632588
982	0.3229086971
983	0.3227795535
984	0.3227741948
985	0.3227625316
986	0.3226801998
987	0.3226687984
988	0.3225913135
989	0.3224972194
990	0.3224411395
991	0.3224284763
992	0.3224004478
993	0.3223212895
994	0.3222016321
995	0.3220736146
996	0.3220284448
997	0.3220148086
998	0.3218959444
999	0.3218749042
